"Occupancy","Time"
"939","0.12157534"
"940","0.12133072"
"941","0.121086106"
"942","0.12133072"
"943","0.12157534"
"944","0.12181996"
"945","0.122064576"
"946","0.1223092"
"947","0.12255382"
"948","0.122798435"
"949","0.12304305"
"950","0.12328767"
"951","0.12304305"
"952","0.12328767"
"953","0.12353229"
"954","0.123776905"
"955","0.12402152"
"956","0.12426615"
"957","0.124510765"
"958","0.12475538"
"959","0.125"
"960","0.12524462"
"961","0.12548923"
"962","0.12524462"
"963","0.12548923"
"964","0.12573385"
"965","0.12597847"
"966","0.12622309"
"967","0.1264677"
"968","0.12671232"
"969","0.12695695"
"970","0.12720157"
"971","0.12744619"
"972","0.1276908"
"973","0.12793542"
"974","0.12818004"
"975","0.12842466"
"976","0.12866928"
"977","0.1289139"
"978","0.12915851"
"979","0.12940313"
"980","0.12964775"
"981","0.12989236"
"982","0.13013698"
"983","0.12989236"
"984","0.12964775"
"985","0.12989236"
"986","0.13013698"
"987","0.1303816"
"988","0.13062622"
"989","0.13087085"
"990","0.13111547"
"991","0.13136008"
"992","0.13111547"
"993","0.13136008"
"994","0.13111547"
"995","0.13087085"
"996","0.13111547"
"997","0.13136008"
"998","0.1316047"
"999","0.13184932"
"1000","0.13209394"
"1001","0.13233855"
"1002","0.13258317"
"1003","0.13282779"
"1004","0.13258317"
"1005","0.13233855"
"1006","0.13258317"
"1007","0.13282779"
"1008","0.13258317"
"1009","0.13282779"
"1010","0.1330724"
"1011","0.13282779"
"1012","0.1330724"
"1013","0.13331702"
"1014","0.13356164"
"1015","0.13331702"
"1016","0.13356164"
"1017","0.13380626"
"1018","0.13405088"
"1019","0.13380626"
"1020","0.13356164"
"1021","0.13380626"
"1022","0.13405088"
"1023","0.1342955"
"1024","0.13454011"
"1025","0.13478474"
"1026","0.13502936"
"1027","0.13527398"
"1028","0.13502936"
"1029","0.13527398"
"1030","0.1355186"
"1031","0.13576321"
"1032","0.1355186"
"1033","0.13527398"
"1034","0.1355186"
"1035","0.13576321"
"1036","0.1355186"
"1037","0.13576321"
"1038","0.1355186"
"1039","0.13527398"
"1040","0.1355186"
"1041","0.13576321"
"1042","0.13600783"
"1043","0.13625245"
"1044","0.13649707"
"1045","0.13674168"
"1046","0.13649707"
"1047","0.13674168"
"1048","0.1369863"
"1049","0.13723092"
"1050","0.13747554"
"1051","0.13772015"
"1052","0.13747554"
"1053","0.13772015"
"1054","0.13796477"
"1055","0.13820939"
"1056","0.13796477"
"1057","0.13772015"
"1058","0.13796477"
"1059","0.13772015"
"1060","0.13747554"
"1061","0.13772015"
"1062","0.13747554"
"1063","0.13772015"
"1064","0.13747554"
"1065","0.13723092"
"1066","0.13747554"
"1067","0.13772015"
"1068","0.13747554"
"1069","0.13772015"
"1070","0.13747554"
"1071","0.13772015"
"1072","0.13796477"
"1073","0.13820939"
"1074","0.138454"
"1075","0.13869864"
"1076","0.13894325"
"1077","0.13869864"
"1078","0.13894325"
"1079","0.13869864"
"1080","0.13894325"
"1081","0.13918787"
"1082","0.13943249"
"1083","0.1396771"
"1084","0.13992172"
"1085","0.14016634"
"1086","0.14041096"
"1087","0.14065558"
"1088","0.1409002"
"1089","0.14114481"
"1090","0.14138943"
"1091","0.14114481"
"1092","0.14138943"
"1093","0.14163405"
"1094","0.14138943"
"1095","0.14163405"
"1096","0.14187866"
"1097","0.14212328"
"1098","0.1423679"
"1099","0.14261253"
"1100","0.1423679"
"1101","0.14261253"
"1102","0.14285715"
"1103","0.14310177"
"1104","0.14285715"
"1105","0.14310177"
"1106","0.14334638"
"1107","0.14310177"
"1108","0.14334638"
"1109","0.14310177"
"1110","0.14334638"
"1111","0.143591"
"1112","0.14334638"
"1113","0.14310177"
"1114","0.14285715"
"1115","0.14310177"
"1116","0.14334638"
"1117","0.143591"
"1118","0.14383562"
"1119","0.143591"
"1120","0.14383562"
"1121","0.14408024"
"1122","0.14432485"
"1123","0.14456947"
"1124","0.14481409"
"1125","0.1450587"
"1126","0.14530332"
"1127","0.14554794"
"1128","0.14579256"
"1129","0.14603718"
"1130","0.1462818"
"1131","0.14652643"
"1132","0.1462818"
"1133","0.14652643"
"1134","0.1462818"
"1135","0.14652643"
"1136","0.14677104"
"1137","0.14652643"
"1138","0.1462818"
"1139","0.14652643"
"1140","0.14677104"
"1141","0.14701566"
"1142","0.14726028"
"1143","0.14701566"
"1144","0.14726028"
"1145","0.1475049"
"1146","0.14726028"
"1147","0.1475049"
"1148","0.14774951"
"1149","0.14799413"
"1150","0.14823875"
"1151","0.14848337"
"1152","0.14823875"
"1153","0.14848337"
"1154","0.14872798"
"1155","0.1489726"
"1156","0.14872798"
"1157","0.1489726"
"1158","0.14921722"
"1159","0.14946184"
"1160","0.14970645"
"1161","0.14995107"
"1162","0.15019569"
"1163","0.14995107"
"1164","0.15019569"
"1165","0.14995107"
"1166","0.15019569"
"1167","0.15044032"
"1168","0.15068494"
"1169","0.15092956"
"1170","0.15068494"
"1171","0.15044032"
"1172","0.15068494"
"1173","0.15092956"
"1174","0.15068494"
"1175","0.15092956"
"1176","0.15117417"
"1177","0.15092956"
"1178","0.15117417"
"1179","0.15141879"
"1180","0.15166341"
"1181","0.15190803"
"1182","0.15166341"
"1183","0.15190803"
"1184","0.15215264"
"1185","0.15239726"
"1186","0.15264188"
"1187","0.15239726"
"1188","0.15264188"
"1189","0.1528865"
"1190","0.15313111"
"1191","0.15337573"
"1192","0.15362035"
"1193","0.15386496"
"1194","0.15410958"
"1195","0.15435421"
"1196","0.15459883"
"1197","0.15484345"
"1198","0.15508807"
"1199","0.15533268"
"1200","0.1555773"
"1201","0.15533268"
"1202","0.1555773"
"1203","0.15582192"
"1204","0.15606654"
"1205","0.15582192"
"1206","0.1555773"
"1207","0.15533268"
"1208","0.1555773"
"1209","0.15582192"
"1210","0.15606654"
"1211","0.15631115"
"1212","0.15655577"
"1213","0.15631115"
"1214","0.15606654"
"1215","0.15582192"
"1216","0.15606654"
"1217","0.15631115"
"1218","0.15655577"
"1219","0.15680039"
"1220","0.157045"
"1221","0.15728962"
"1222","0.157045"
"1223","0.15728962"
"1224","0.15753424"
"1225","0.15777886"
"1226","0.15802348"
"1227","0.15826811"
"1228","0.15802348"
"1229","0.15826811"
"1230","0.15851273"
"1231","0.15875734"
"1232","0.15900196"
"1233","0.15875734"
"1234","0.15900196"
"1235","0.15924658"
"1236","0.1594912"
"1237","0.15924658"
"1238","0.15900196"
"1239","0.15924658"
"1240","0.1594912"
"1241","0.15973581"
"1242","0.15998043"
"1243","0.16022505"
"1244","0.16046967"
"1245","0.16022505"
"1246","0.15998043"
"1247","0.16022505"
"1248","0.16046967"
"1249","0.16071428"
"1250","0.1609589"
"1251","0.16071428"
"1252","0.1609589"
"1253","0.16071428"
"1254","0.1609589"
"1255","0.16120352"
"1256","0.16144814"
"1257","0.16120352"
"1258","0.16144814"
"1259","0.16169275"
"1260","0.16144814"
"1261","0.16169275"
"1262","0.16193737"
"1263","0.162182"
"1264","0.16242662"
"1265","0.16267124"
"1266","0.16291586"
"1267","0.16316047"
"1268","0.16340509"
"1269","0.16364971"
"1270","0.16389433"
"1271","0.16413894"
"1272","0.16438356"
"1273","0.16462818"
"1274","0.1648728"
"1275","0.16511741"
"1276","0.16536203"
"1277","0.16560665"
"1278","0.16585127"
"1279","0.1660959"
"1280","0.16585127"
"1281","0.1660959"
"1282","0.16634052"
"1283","0.16658513"
"1284","0.16682975"
"1285","0.16707437"
"1286","0.16682975"
"1287","0.16658513"
"1288","0.16682975"
"1289","0.16658513"
"1290","0.16682975"
"1291","0.16658513"
"1292","0.16682975"
"1293","0.16707437"
"1294","0.16731898"
"1295","0.1675636"
"1296","0.16780822"
"1297","0.16805284"
"1298","0.16780822"
"1299","0.1675636"
"1300","0.16780822"
"1301","0.1675636"
"1302","0.16780822"
"1303","0.16805284"
"1304","0.16829745"
"1305","0.16854207"
"1306","0.16878669"
"1307","0.1690313"
"1308","0.16927592"
"1309","0.1690313"
"1310","0.16878669"
"1311","0.1690313"
"1312","0.16927592"
"1313","0.1690313"
"1314","0.16927592"
"1315","0.16952054"
"1316","0.16927592"
"1317","0.16952054"
"1318","0.16976516"
"1319","0.17000979"
"1320","0.16976516"
"1321","0.17000979"
"1322","0.17025441"
"1323","0.17049903"
"1324","0.17025441"
"1325","0.17000979"
"1326","0.17025441"
"1327","0.17049903"
"1328","0.17074364"
"1329","0.17098826"
"1330","0.17123288"
"1331","0.1714775"
"1332","0.17123288"
"1333","0.17098826"
"1334","0.17123288"
"1335","0.1714775"
"1336","0.17172211"
"1337","0.17196673"
"1338","0.17221135"
"1339","0.17245597"
"1340","0.17270058"
"1341","0.1729452"
"1342","0.17318982"
"1343","0.1729452"
"1344","0.17318982"
"1345","0.17343444"
"1346","0.17367905"
"1347","0.17392369"
"1348","0.1741683"
"1349","0.17392369"
"1350","0.1741683"
"1351","0.17392369"
"1352","0.1741683"
"1353","0.17441292"
"1354","0.1741683"
"1355","0.17441292"
"1356","0.17465754"
"1357","0.17490216"
"1358","0.17514677"
"1359","0.17539139"
"1360","0.17563601"
"1361","0.17539139"
"1362","0.17514677"
"1363","0.17539139"
"1364","0.17563601"
"1365","0.17588063"
"1366","0.17563601"
"1367","0.17588063"
"1368","0.17563601"
"1369","0.17588063"
